time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport
2020-07-03T00:00:03.828641Z,2601241c,QBwkASaAMyQFzctOMQY7sQ40NobHKejcYOwpcko=,0000024b0b031c97,1,868300000,12,125,4/5,-93,-4.2,-1,010,9267,5
2020-07-03T00:00:05.877623Z,27007d90,QJB9ACcABAACqx0SZkSuhYp/bmfmqL5cgHmI/9CZ,0000024b0b031c97,1,867700000,8,125,4/5,-101,-7.8,-1,010,4,2
2020-07-03T00:00:07.579783Z,000a056c,QGwFCgCCDgADBwUuo3mbqlE5qIO2kwudqtC3s8tfRtE=,0000024b0b031c97,1,868100000,7,125,4/5,-108,-2,-1,010,14,5
2020-07-03T00:00:08.220286Z,26012682,QIImASYAS5QB5FfItCFVo6bnqA==,0000024b0b031c97,1,867500000,7,125,4/5,-76,7.2,-1,010,37963,1
2020-07-03T00:00:09.243959Z,20000002,QAIAACCAaOIKesJwfPAhqn3IKqFIN77UbvF/6nE=,0000024b0b031c97,1,868100000,12,125,4/5,-101,-8.5,-1,010,57960,10
2020-07-03T00:00:13.019916Z,2601297c,QHwpASaAttsFMRvK5/NNZrCJ6U7DQq6T8l7KsmE=,0000024b0b031c97,1,868100000,12,125,4/5,-82,10,-1,010,56246,5
2020-07-03T00:00:14.479510Z,270002b3,QLMCACcAbFsFdZdSfhyLP9ea4/rF4/QsmpCy6NexXg==,0000024b0b031c97,1,867500000,8,125,4/5,-98,-9.5,-1,010,23404,5
2020-07-03T00:00:15.693844Z,2700024e,QE4CACcAbFsFiGP8wxLV9zyhNaLL/1kVEQ3dl3baRg==,0000024b0b031c97,1,868100000,8,125,4/5,-109,-6.2,-1,010,23404,5
2020-07-03T00:00:17.647556Z,260121fe,QP4hASaAnwECMjpLBTr/We9sq4NwLYMKg2oIr0/d6r1URA==,0000024b0b031c97,1,867300000,7,125,4/5,-105,3.5,-1,010,415,2
2020-07-03T00:00:17.831765Z,26012dc5,QMUtASYAFioBJb5fuH2YaO0FobwQ1OBEIZEvLvyvFwvp+9ZOTwQdJhOjkdjMm29c0NFPd+fE0C/f1HvcnJc=,0000024b0b031c97,1,868500000,12,125,4/5,-104,-5.5,-1,010,10774,1
2020-07-03T00:00:17.899420Z,2000000d,QA0AACCAiuEKcj/j3Wb/xMlgoMoLMnnCCvc=,0000024b0b031c97,1,868500000,7,125,4/5,-105,-3.5,-1,010,57738,10
2020-07-03T00:00:26.076432Z,26012e98,QJguASaAMyQF4wvS1bhp3w5T1r83bJoXHNJjRtc=,0000024b0b031c97,1,868100000,12,125,4/5,-101,-5,-1,010,9267,5
2020-07-03T00:00:30.117464Z,14000000,QAAAABSAs/4K8c/nRgF19bfXYxIS1GygutM=,0000024b0b031c97,1,868500000,12,125,4/5,-109,-16.2,-1,010,65203,10
2020-07-03T00:00:30.365176Z,26012682,QIImASYATJQBdRiMplSw0YUEQQ==,0000024b0b031c97,1,868500000,7,125,4/5,-76,7.8,-1,010,37964,1
2020-07-03T00:00:30.480585Z,26012c77,QHcsASaAR9wFWA62D5KPJZF9AWzyvDCa/l0+mpE=,0000024b0b031c97,1,867100000,12,125,4/5,-105,-1.5,-1,010,56391,5
2020-07-03T00:00:35.154727Z,2000000c,QAwAACCAi+EKbLeDm4Dt4kfiGChmPrFp1lI=,0000024b0b031c97,1,868300000,7,125,4/5,-102,-5.5,-1,010,57739,10
2020-07-03T00:00:44.113899Z,26012367,QGcjASYAvXcCMrrkzyFxrr9bJA==,0000024b0b031c97,1,868500000,7,125,4/5,-72,6.5,-1,010,30653,2
2020-07-03T00:00:44.485629Z,00a95214,QBRSqQCAe+sFUfL36TL0c+X5inq3ytu1A1k=,0000024b0b031c97,1,867700000,10,125,4/5,-103,-12.8,-1,010,60283,5
2020-07-03T00:00:45.017093Z,26012cbd,QL0sASaA+HoF/lDX1h31KfsKGxkmGSIn,0000024b0b031c97,1,868300000,12,125,4/5,-100,-9.5,-1,010,31480,5
2020-07-03T00:00:52.509808Z,26012682,QIImASYATZQB9J2dDrCXFWF7ng==,0000024b0b031c97,1,867300000,7,125,4/5,-75,9,-1,010,37965,1
2020-07-03T00:00:59.206495Z,26012de0,QOAtASaAab4KHLWs+Ehoa4+RIBU7dBehOw==,0000024b0b031c97,1,868500000,7,125,4/5,-108,-3.2,-1,010,48745,10
2020-07-03T00:01:06.688310Z,270082ff,gP+CACeAmgIUC/bfhjCEjZhJZjVWIg+p,0000024b0b031c97,1,867900000,9,125,4/5,-113,-12.8,-1,100,666,20
2020-07-03T00:01:10.098459Z,20000034,QDQAACCAUOMKVI8vOPRPZ0LzSP51NfN7zbSNszE=,0000024b0b031c97,1,868100000,7,125,4/5,-103,-5.8,-1,010,58192,10
2020-07-03T00:01:11.707580Z,2600236f,QG8jACaAs4EFJEPOVY9KfbbIlsWn,0000024b0b031c97,1,868100000,7,125,4/5,-99,5,-1,010,33203,5
2020-07-03T00:01:13.249124Z,26012a47,QEcqASaAU+AFG22X6hofnIT8LHaBk206Ci4qgW0=,0000024b0b031c97,1,868300000,12,125,4/5,-88,6.5,-1,010,57427,5
2020-07-03T00:01:14.654435Z,26012682,QIImASYATpQB5PV8aQZVNZnjgw==,0000024b0b031c97,1,868300000,7,125,4/5,-76,8.8,-1,010,37966,1
2020-07-03T00:01:22.648695Z,20000000,QAAAACCAi+EKlEgZyIeDxMjPAhhUpoT0HTE=,0000024b0b031c97,1,868100000,7,125,4/5,-100,-8,-1,010,57739,10
2020-07-03T00:01:27.698496Z,26012a85,QIUqASaA19sFFwQXesHcVzWSZybzdUJhaE2K1yo=,0000024b0b031c97,1,868500000,12,125,4/5,-85,6.2,-1,010,56279,5
2020-07-03T00:01:30.110983Z,260122da,QNoiASYAECoBZO1jqT9pdaA2YC+yFqxCTivkMktE6quCHcgyVBI6/z+a3Scg+5G6C0jaUzlVEdgT9BQM7Qg=,0000024b0b031c97,1,867300000,12,125,4/5,-109,-7.5,-1,010,10768,1
2020-07-03T00:01:32.351037Z,fe824591,QJFFgv6A+AkBaCvUQEXGV8oQUFtwtssT5Qro/6r8InHrGV9LgQvrnImf7A==,0000024b0b031c97,1,868300000,12,125,4/5,-105,-13.2,-1,010,2552,1
2020-07-03T00:01:32.490125Z,26012c1d,QB0sASaANCQFCzaMp1w518OKK2zW/Uaw2SPVV4U=,0000024b0b031c97,1,868500000,12,125,4/5,-106,-3.8,-1,010,9268,5
2020-07-03T00:01:35.850755Z,035028dd,QN0oUAPAggUB0XawTSCtMeY6H0sZldvaMUjqAOEcZj0Te5uyaVxeguONeUmqW/T8bDTggNSYdINm9F0XBFtYOJ0=,0000024b0b031c97,1,868300000,7,125,4/5,-95,8.8,-1,010,1410,1
2020-07-03T00:01:36.799476Z,26012682,QIImASYAT5QBoi9nfYF9jrk6Qw==,0000024b0b031c97,1,868500000,7,125,4/5,-77,8,-1,010,37967,1
2020-07-03T00:01:41.647171Z,2601282c,QCwoASaAVQsFotaoNQbAdT3Wtezn4E5lpvEGic1s,0000024b0b031c97,1,867100000,7,125,4/5,-96,8.5,-1,010,2901,5
2020-07-03T00:01:45.919721Z,27007d4b,gEt9ACcAOiYCER3LHRgLHeJnprgXGIyZFwc0y8l/+PGhcXG7QYhP8No7IJ8NKuk7NxDGSRwtMRuqrTnS7X1qqb2MGr+5qjZwrbjte0WyOZbmuw==,0000024b0b031c97,1,867300000,8,125,4/5,-106,-6,-1,100,9786,2
2020-07-03T00:01:58.944204Z,26012682,QIImASYAUJQB73NuzweA/5eJxA==,0000024b0b031c97,1,868100000,7,125,4/5,-81,10,-1,010,37968,1
2020-07-03T00:02:06.930484Z,27000228,QCgCACcAzhsF+ofBr9fIdwOsfQ7fM2oGCzNz9PEDHUednf3R+BhjMX7cpIY7BBWs9uWo4ZsbZVS9zbivdhX0/w==,0000024b0b031c97,1,867100000,8,125,4/5,-103,-10,-1,010,7118,5
2020-07-03T00:02:09.411475Z,01f87209,QAly+AGBmgUCBWN8J3QzBgZ+BspvnNSh7J6/,0000024b0b031c97,1,867300000,9,125,4/5,-106,-14,-1,010,1434,5
2020-07-03T00:02:12.397273Z,27007d4b,gEt9ACcAOyYC4B2ncnAQP3e2,0000024b0b031c97,1,867500000,8,125,4/5,-97,-8.8,-1,100,9787,2
2020-07-03T00:02:20.545712Z,27007d4b,gEt9ACcAPCYChs9ov6Y+f7foSF5ZDcfN7j5t68b6lOSmtI7f+ZgoH5gOTkMd3aY=,0000024b0b031c97,1,868300000,8,125,4/5,-101,-2,-1,100,9788,2
2020-07-03T00:02:21.089358Z,26012682,QIImASYAUZQBhbNXnKKNZ8Wwag==,0000024b0b031c97,1,868300000,7,125,4/5,-77,10.2,-1,010,37969,1
2020-07-03T00:02:21.158184Z,260125c2,QMIlASaAMyQFxsW4yl5bFEclcak42ZO4Q6j2Zv8=,0000024b0b031c97,1,868300000,12,125,4/5,-102,-10,-1,010,9267,5
2020-07-03T00:02:28.377436Z,260124e2,QOIkASYAhTkFn4Vn6G89UVNs1TlGFPmt5zzckmtUSWV+290Rsg==,0000024b0b031c97,1,868500000,12,125,4/5,-95,7.8,-1,010,14725,5
2020-07-03T00:02:31.772365Z,27007d4b,gEt9ACcAPSYCURj78gZNAflmO55UaRwO+vQ24QjH8nmXgOJ91BPqqT81U+u/KgQQbM2w6GwYaOnCTMgx9FEYhd8bAG2bKkocaEpa852cNQ42kP3PMOVoR50+vVDFGRP/Py/OiwYhY4xANtmhqxOVG/G8Xurq3zkMtGxY4Tiqrw0ACLVNIFxmTHFb6E4XrZXM6c/n6xSLZsBMdmP8pJ87jslFs+20uofGzGriyhmjSHdHL5c7Gu7Q3eb/kGfKdiGKS4w5GMnjBZ+xUGyZMRuREWym7vNZjrvW1fqVaiqymji1SeoLwN23/2LhbeCL6gUbIGEW+v1xohTJoF5vGGYT,0000024b0b031c97,1,867700000,8,125,4/5,-102,-5,-1,100,9789,2
2020-07-03T00:02:31.927757Z,26012efe,QP4uASaANCQFBTVypEZaFNuXMtwW746O8h5OL3E=,0000024b0b031c97,1,868300000,12,125,4/5,-105,-11.5,-1,010,9268,5
2020-07-03T00:02:40.808330Z,27000251,gFECACcATSsFdEkaIXt1YqLh,0000024b0b031c97,1,867700000,8,125,4/5,-107,-9.2,-1,100,11085,5
2020-07-03T00:02:43.234001Z,26012682,QIImASYAUpQBkFqEFxCf4YetZA==,0000024b0b031c97,1,867500000,7,125,4/5,-75,7,-1,010,37970,1
2020-07-03T00:02:48.245919Z,04901c9d,QJ0ckASAdkcBrtETJVX/18bjpfw4Pkbs9uKunlEvZK4T,0000024b0b031c97,1,868100000,7,125,4/5,-105,-3.8,-1,010,18294,1
2020-07-03T00:02:51.389263Z,27008220,QCCCACeArQABZzv6byhxq71CKBBZD7QFGh+dg5KFjbs0HErA,0000024b0b031c97,1,868500000,11,125,4/5,-82,7.2,-1,010,173,1
2020-07-03T00:01:53.961193507Z,-1,qPrb7IMM5f5l,00800000a0001793,-1,868500000,7,125,4/6,-110,-11.2,-1,101,-1,-1
2020-07-02T23:59:59.512597Z,-1,,7276ff002e062804,-1,867700000,8,125,???,-89,-13,-1,-1,-1,-1
2020-07-03T00:00:00.911109Z,-1,,7276ff002e062804,-1,868100000,7,125,???,-115,-11.2,-1,-1,-1,-1
2020-07-03T00:00:26.161671Z,-1,,7276ff002e062804,-1,868100000,12,125,4/5,-96,-20.8,-1,-1,-1,-1
2020-07-03T00:00:50.683480Z,-1,,7276ff002e062804,-1,867300000,7,125,4/5,-98,-10.5,-1,-1,-1,-1
2020-07-03T00:01:00.472965Z,-1,,7276ff002e062804,-1,868300000,9,125,4/5,-102,-14.5,-1,-1,-1,-1
2020-07-03T00:01:08.394369Z,-1,ALgjAAF62PANcw==,7276ff002e062804,1,868100000,9,125,4/8,-100,-15,-1,000,-1,-1
2020-07-03T00:01:32.890874Z,-1,,7276ff002e062804,-1,868300000,12,125,4/5,-95,-15.5,-1,-1,-1,-1
2020-07-03T00:01:34.700898Z,-1,,7276ff002e062804,-1,868100000,12,125,4/5,-105,-20,-1,-1,-1,-1
2020-07-03T00:01:42.890902Z,-1,,7276ff002e062804,-1,868100000,12,125,4/5,-98,-20.2,-1,-1,-1,-1
2020-07-03T00:01:45.410143Z,-1,,7276ff002e062804,-1,868300000,7,125,4/8,-102,-12,-1,-1,-1,-1
2020-07-03T00:02:23.155638Z,-1,,7276ff002e062804,-1,868100000,10,125,4/5,-110,-17.2,-1,-1,-1,-1
2020-07-03T00:02:27.377456Z,260124e2,QOIkASYAhTkFn4Vn6G89UVNs1TlGFPmt5zzckmtUSWV+290Rsg==,7276ff002e062804,1,868500000,12,125,4/5,-101,-5.2,-1,010,14725,5
2020-07-03T00:02:31.549914Z,04102153,QFMhEASAdwwBAWljcglX7tLo6m24h5wF8O1K01RBTmt1Pt+bwnqB7jIBdmJB8YL24T8hvjecNWq6,7276ff002e062804,1,868500000,7,125,4/5,-99,-4.5,-1,010,3191,1
2020-07-03T00:02:42.786094Z,0350398e,QI45UAOA1wAB+kTG/4HQRKdAaS7gtE+t++i202valhtc7g3xxsoBKCfzfK/G5faVuKsN0aPTqgjd,7276ff002e062804,1,868100000,7,125,4/5,-100,2.8,-1,010,215,1
2020-07-03T00:02:49.805137Z,01f2d4cb,QMvU8gGAOEIFEeM0u+QZOE3otB7zrJNK00Axg10=,7276ff002e062804,1,868300000,8,125,4/5,-101,-8,-1,010,16952,5
2020-07-03T00:02:50.389273Z,27008220,QCCCACeArQABZzv6byhxq71CKBBZD7QFGh+dg5KFjbs0HErA,7276ff002e062804,1,868500000,11,125,4/5,-101,-7,-1,010,173,1
2020-07-03T00:03:02.674578Z,26012bfd,QP0rASaAtIEFoQu3U+UD+8ztgipi,0000024b0b031c97,1,867700000,7,125,4/5,-101,-8.8,-1,010,33204,5
2020-07-03T00:03:05.379016Z,26012682,QIImASYAU5QBR5z1G6Bkhgj1aA==,0000024b0b031c97,1,868300000,7,125,4/5,-76,8.8,-1,010,37971,1
2020-07-03T00:03:05.345257Z,260126e2,QOImASaAWdgFhxrWMwHkL9rja8vbUtldXCsuTIU=,0000024b0b031c97,1,868500000,12,125,4/5,-107,-3.2,-1,010,55385,5
2020-07-03T00:03:10.871417Z,009c3d98,QJg9nACAOEIFH4VijhSV1PMqsO/RKgpy8ILRGQE=,0000024b0b031c97,1,868500000,8,125,4/5,-108,-10.8,-1,010,16952,5
2020-07-03T00:03:12.430839Z,01922e11,QBEukgGCLEIDBwU4xdXCz19L357YYnB7VAsPlklCeQ==,0000024b0b031c97,1,868500000,8,125,4/5,-108,-6.8,-1,010,16940,5
2020-07-03T00:03:17.648999Z,260121fe,QP4hASaAogECkuRt+EBZv0jP531MWdZdOb3d503h8DnQGg==,0000024b0b031c97,1,867700000,7,125,4/5,-99,-2.2,-1,010,418,2
2020-07-03T00:03:18.188557Z,26012786,QIYnASaANCQFd2n0YzBQIvadld3e3hQU/ITGZgU=,0000024b0b031c97,1,868300000,12,125,4/5,-98,-9.2,-1,010,9268,5
2020-07-03T00:03:27.523842Z,26012682,QIImASYAVJQBFwYD7G46fd5yjA==,0000024b0b031c97,1,867300000,7,125,4/5,-76,9.5,-1,010,37972,1
2020-07-03T00:03:28.235876Z,2601236d,QG0jASaA/9wFdtNS8D/JRk0+eekLabGhZP9KZ/g=,0000024b0b031c97,1,868100000,12,125,4/5,-100,4,-1,010,56575,5
2020-07-03T00:03:39.297176Z,260127d3,QNMnASYA3jkFCWDfMEiqhhG3G38OFMs9F6m276X5+FJc3q1l/g==,0000024b0b031c97,1,868500000,12,125,4/5,-103,-3.5,-1,010,14814,5
2020-07-03T00:03:40.803904Z,27000251,gFECACcATysFTobtwBHVh8bm,0000024b0b031c97,1,868500000,8,125,4/5,-109,-7.2,-1,100,11087,5
2020-07-03T00:03:47.825382Z,27000238,QDgCACcAOH4FMUALMe/GfZa8RAojbYYdb4EDxDwiLg==,0000024b0b031c97,1,867100000,8,125,4/5,-109,-5,-1,010,32312,5
2020-07-03T00:03:49.668468Z,26012682,QIImASYAVZQBde/sIfORkQbJbg==,0000024b0b031c97,1,868100000,7,125,4/5,-83,10.2,-1,010,37973,1
2020-07-03T00:03:55.376993Z,20000006,QAYAACCAWeIK5g/BrfWfzpEPpP3K6BEy8Dw=,0000024b0b031c97,1,868100000,7,125,4/5,-108,-6.8,-1,010,57945,10
2020-07-03T00:03:58.566674Z,26011498,QJgUASYA0zsB1u7A7C703XG0xbvk,0000024b0b031c97,1,868300000,7,125,4/5,-100,1.5,-1,010,15315,1
2020-07-03T00:03:59.782361Z,270082b8,gLiCACeAXAAopnUqyCaxdschrhK7zM0VPl0Uex1seZ/96AewHWTJkg==,0000024b0b031c97,1,867300000,9,125,4/5,-111,-3.5,-1,100,92,40
2020-07-03T00:04:03.967040Z,26012382,QIIjASaA49sFi9rO6xjgkE79HPVNtnftUsyldfo=,0000024b0b031c97,1,867300000,7,125,4/5,-100,3.2,-1,010,56291,5
2020-07-03T00:04:04.735241Z,27007d42,QEJ9ACcABQACbMAdkXDFavJPIbxCjhsVKBHOjzcB,0000024b0b031c97,1,867900000,8,125,4/5,-100,-7.5,-1,010,5,2
2020-07-03T00:04:09.195398Z,27000235,QDUCACcA3BsF10PnO68R9TWLrjsasB8yo18zOUL3NAeagC41GFqPYYPOI2fPD3/pWMNueF6INlNVYBjZ/qtkXw==,0000024b0b031c97,1,867700000,8,125,4/5,-104,-4.2,-1,010,7132,5
2020-07-03T00:04:09.507126Z,004c0eb4,QLQOTACADwAFAQ1Xiu5USFOlFuY0/KIYrzyjslA=,0000024b0b031c97,1,867900000,9,125,4/5,-105,-2.2,-1,010,15,5
2020-07-03T00:04:11.813390Z,26012682,QIImASYAVpQBd/DDGf4Oy9Ls8w==,0000024b0b031c97,1,868300000,7,125,4/5,-77,8.5,-1,010,37974,1
2020-07-03T00:04:21.190788Z,270002a1,QKECACcAOH4FgZiAygg2gzlE+8MebvPy53HfU3N86g==,0000024b0b031c97,1,868100000,8,125,4/5,-107,-3.5,-1,010,32312,5
2020-07-03T00:04:30.878392Z,20000100,QAABACCANYMKzZc/OdvBWIURcgk=,0000024b0b031c97,1,868500000,7,125,4/5,-103,-5.8,-1,010,33589,10
2020-07-03T00:04:33.958304Z,26012682,QIImASYAV5QBDZ055RGvKERGSA==,0000024b0b031c97,1,867500000,7,125,4/5,-78,7.5,-1,010,37975,1
2020-07-03T00:04:34.665528Z,26012572,QHIlASaATiEFk6leCvBR9LSL0/DN5F24FSnZClQ=,0000024b0b031c97,1,868100000,12,125,4/5,-87,7.2,-1,010,8526,5
2020-07-03T00:04:40.568966Z,27007ddb,QNt9ACcABAACUe5eICIZLDEgv+8AtDY9sOF0efSG,0000024b0b031c97,1,867700000,8,125,4/5,-106,-13.2,-1,010,4,2
2020-07-03T00:04:40.799486Z,27000251,gFECACcAUSsF9MMRuVqp/HBy,0000024b0b031c97,1,867900000,8,125,4/5,-111,-8.5,-1,100,11089,5
2020-07-03T00:04:44.296301Z,27007d71,QHF9ACcAAgAC9QZ4kMy3hERt69OiRxSvkizlKZuR,0000024b0b031c97,1,867700000,8,125,4/5,-96,1,-1,010,2,2
2020-07-03T00:04:45.540091Z,26012795,QJUnASYAFioBTIs8U2UNzObEVdn1GliuNP/bWtUGkO9SKsDBu9Wdx1dHF6Tu7OEmbpPVmqlZ5DcaqrgFrGo=,0000024b0b031c97,1,867300000,12,125,4/5,-94,-15.5,-1,010,10774,1
2020-07-03T00:04:49.693162Z,00cae47b,QHvkygCANhAFsW6o506eLMQxB6+tn/ja/+k=,0000024b0b031c97,1,867900000,9,125,4/5,-104,-10.5,-1,010,4150,5
2020-07-03T00:04:51.141787Z,27007d0c,QAx9ACcAAwACgAizYtKPU5vxSEDkxaolhTCYFCDJ,0000024b0b031c97,1,867700000,8,125,4/5,-102,-1,-1,010,3,2
2020-07-03T00:04:56.103367Z,26012682,QIImASYAWJQBZyWppOl6U1jN1A==,0000024b0b031c97,1,867900000,7,125,4/5,-78,9,-1,010,37976,1
2020-07-03T00:05:02.761901Z,-1,ACxEAdB+1bNwcgcAAKw71v869gjS6FQ=,0000024b0b031c97,1,868300000,7,125,4/5,-103,-3.2,-1,000,-1,-1
2020-07-03T00:05:03.551567Z,27000261,gGECACcA1RsFjhTsOkMsvEr4A7hvr6V0bLZtlq6UMYPGmDQc388vO6JouIg242ZjBNAZTteiDJ29zIULvVsZbA==,0000024b0b031c97,1,867100000,8,125,4/5,-92,-2,-1,100,7125,5
2020-07-03T00:05:05.486909Z,2601282d,QC0oASaANCQFbY9B/SqUikKVvyRBdJaWscRT/d4=,0000024b0b031c97,1,868100000,12,125,4/5,-108,-3.8,-1,010,9268,5
2020-07-03T00:05:09.161724Z,27007db2,gLJ9ACcAAAAC27dImzvg6pyYes5XuuriU7bytNus,0000024b0b031c97,1,867100000,8,125,4/5,-105,0.5,-1,100,0,2
2020-07-03T00:05:17.649962Z,260121fe,QP4hASaApAECB/tdai98V+BbgkeG/IxYBBgmTuofDGY+1Q==,0000024b0b031c97,1,867300000,7,125,4/5,-103,-6.2,-1,010,420,2
2020-07-03T00:05:17.682331Z,27007db2,gLJ9ACcAAQACnofcy8mqpBQAdLs=,0000024b0b031c97,1,868100000,8,125,4/5,-101,-1.2,-1,100,1,2
2020-07-03T00:05:17.883570Z,2000000d,QA0AACCAi+EKA/14ksTe3/VLsGQrz5i6p/g=,0000024b0b031c97,1,868500000,7,125,4/5,-94,-3.5,-1,010,57739,10
2020-07-03T00:05:18.248251Z,26012682,QIImASYAWZQBlkOCd7JOjKa/Ug==,0000024b0b031c97,1,867500000,7,125,4/5,-77,6,-1,010,37977,1
2020-07-03T00:05:21.248954Z,27007d4b,gEt9ACcAQSYCyl5lHvy4Ao+w+FstiqnaNujOAQaIRq+LeNOmp3Fzkf37NSrigOlRGxwi4NaWh+elRm5Ag4iaZePns/X1jE3F5lRssLC2AZbZQalrfkSTTi4kpXqLshJo0wJ+UQaUDTsOKLm3P+ihxBHu1bVvP6r9/KAbe/abv8AHWT1Hv/MRJRxI2BYorPeycjmyMuEkYmgPqJ8T350CgighjPtDanWWttxaTPGJQuetiZBn3cJi3Z536jXoyYZGXIFrYa5V60bA/nrj8/DFirAfCgk4EruVPSOmnr8Z6IYfPdaUNT5GcXY76l9ojSqYR2/Shwx8kPYz9dmDvIXZ,0000024b0b031c97,1,867700000,8,125,4/5,-106,1.8,-1,100,9793,2
2020-07-03T00:05:31.573478Z,04a04440,QEBEoASA6AMBYu5o4v1sz7IrrGYqYkW89tvd74665Zmr,0000024b0b031c97,1,868100000,7,125,4/5,-94,8.2,-1,010,1000,1
2020-07-03T00:05:34.597638Z,26012dce,QM4tASaA5doFIY9+LPhVyl9oBj3xbvrasgxighs=,0000024b0b031c97,1,867300000,12,125,4/5,-88,5.8,-1,010,56037,5
2020-07-03T00:05:34.832390Z,26012bc2,QMIrASaAkd0FWTK+ZLqMUApZl4HjmLP6SfSZeHE=,0000024b0b031c97,1,868500000,12,125,4/5,-99,5.5,-1,010,56721,5
2020-07-03T00:05:36.922733Z,26012367,QGcjASYA0gMFKNp1dyEa6DDkjl3qyYjaTyJlfDhIBQgKPgIdN1U=,0000024b0b031c97,1,868100000,12,125,4/5,-105,-2,-1,010,978,5
2020-07-03T00:05:39.142579Z,04a0468e,QI5GoASANwUByGtEULElrWRsS5UKM+ld7t2CD2uB9u1I,0000024b0b031c97,1,868100000,7,125,4/5,-102,7.5,-1,010,1335,1
2020-07-03T00:05:40.393139Z,26012682,QIImASYAWpQBHRgh06kyjxm0Mg==,0000024b0b031c97,1,868300000,7,125,4/5,-76,7.8,-1,010,37978,1
2020-07-03T00:05:45.143457Z,2601279f,QJ8nASYAGSoB9qfLd3uWsQ81syZmcWrj757sdpf0AWgMcmQLPUDDWJqnEMKiOyTWIC5OZl+tQcVVaeY22F8=,0000024b0b031c97,1,867700000,12,125,4/5,-101,-12,-1,010,10777,1
2020-07-03T00:05:46.630057Z,26012367,QGcjASYAvncCBiuyEjM9C7I5OA==,0000024b0b031c97,1,868100000,7,125,4/5,-75,10.2,-1,010,30654,2
2020-07-03T00:05:52.991326Z,03602cc5,QMUsYAOArgQB6HqzcNff6nwpVDw7HCXNKxFkLNPWamcG,0000024b0b031c97,1,868300000,7,125,4/5,-95,7.5,-1,010,1198,1
2020-07-03T00:05:55.363742Z,27008220,QCCCACeArgABjqHAm2ju0ZssyJM1+epYWZm2reZIVC6t0IN4,0000024b0b031c97,1,868300000,11,125,4/5,-93,7,-1,010,174,1
2020-07-03T00:05:57.335447Z,270082bc,gLyCACeAHAAoCx+BaQbFFwK3G3ChbWITmpJXeI42nH3x7s90SV1AVQ==,0000024b0b031c97,1,867100000,9,125,4/5,-109,-14,-1,100,28,40
2020-07-03T00:05:59.345956Z,26012de0,QOAtASaAar4K+EjfLItGsqFBF9gc70WnvA==,0000024b0b031c97,1,868300000,7,125,4/5,-103,-3.5,-1,010,48746,10
2020-07-03T00:05:04.033892937Z,32853d54,8FQ9hTInOZLgYZ7z09UnRAY24GjCjv/+LBY9jSgl+R6T23IiFhKlTr8KNbkw7lRhFd3RQIJwS5EX,00800000a0001793,-1,867900000,7,125,4/7,-111,-11.5,-1,111,37433,68
2020-07-03T00:03:06.089786Z,-1,,7276ff002e062804,-1,868300000,7,250,???,-90,-12,-1,-1,-1,-1
2020-07-03T00:03:11.430849Z,-1,,7276ff002e062804,-1,868500000,8,125,4/5,-104,-12,-1,-1,-1,-1
2020-07-03T00:03:21.976045Z,-1,,7276ff002e062804,-1,868500000,7,125,???,-102,-11.8,-1,-1,-1,-1
2020-07-03T00:03:28.904195Z,-1,,7276ff002e062804,-1,868300000,7,250,4/5,-110,-11.8,-1,-1,-1,-1
2020-07-03T00:03:34.381105Z,-1,,7276ff002e062804,-1,867900000,7,125,???,-115,-11.8,-1,-1,-1,-1
2020-07-03T00:03:38.297188Z,-1,,7276ff002e062804,-1,868500000,12,125,4/5,-101,-19.8,-1,-1,-1,-1
2020-07-03T00:04:01.222261Z,-1,,7276ff002e062804,-1,868500000,9,125,4/5,-102,-16.2,-1,-1,-1,-1
2020-07-03T00:04:04.821007Z,-1,,7276ff002e062804,-1,867100000,12,125,4/5,-93,-15,-1,-1,-1,-1
2020-07-03T00:04:07.902048Z,-1,,7276ff002e062804,-1,868100000,12,125,4/5,-108,-18.8,-1,-1,-1,-1
2020-07-03T00:04:37.599948Z,-1,,7276ff002e062804,-1,868300000,10,125,4/5,-99,-18,-1,-1,-1,-1
2020-07-03T00:04:37.647924Z,-1,AKMWkwF72PANfRo=,7276ff002e062804,1,868100000,9,125,4/8,-108,-12,-1,000,-1,-1
2020-07-03T00:05:09.196584Z,-1,,7276ff002e062804,-1,868300000,10,125,4/5,-100,-17,-1,-1,-1,-1
2020-07-03T00:05:35.922731Z,26012367,QGcjASYA0gMFKNp1dyEa6DDkjl3qyYjaTyJlfDhIBQgKPgIdN1U=,7276ff002e062804,1,868100000,12,125,4/5,-89,6,-1,010,978,5
2020-07-03T00:05:36.020059Z,04a04961,QGFJoASA3QMB2mk5jfWmV+qgwb2bia3A56dP92yX/21M,7276ff002e062804,1,868300000,11,125,4/5,-104,-15,-1,010,989,1
2020-07-03T00:05:39.214508Z,04a04aa6,QKZKoASAQAgBc2LrsOD727zMlz2Tt6nQ8F5imuvP9NQW,7276ff002e062804,1,868500000,7,125,4/5,-99,-3,-1,010,2112,1
2020-07-03T00:05:44.143478Z,2601279f,QJ8nASYAGSoB9qfLd3uWsQ81syZmcWrj757sdpf0AWgMcmQLPUDDWJqnEMKiOyTWIC5OZl+tQcVVaeY22F8=,7276ff002e062804,1,867700000,12,125,4/5,-93,-16,-1,010,10777,1
