time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport
2020-09-02T00:02:14.492743Z,001f49b3,QLNJHwCAIhYFzE7sdfqrFTVdyFqfalC2tbrASLE=,0000024b0b031c97,1,867100000,9,125,4/5,-107,-7.2,-1,010,5666,5
2020-09-02T00:02:20.738277Z,04a04462,QGJEoATA7wABo/sBzOt14Mi3N6VvyOJgeOfyF/AWsIPK,0000024b0b031c97,1,868100000,11,125,4/5,-99,-2.5,-1,010,239,1
2020-09-02T00:02:22.838372Z,2600236f,QG8jACaAYscFXazplulU/3ejZUM1,0000024b0b031c97,1,868300000,7,125,4/5,-97,-6,-1,010,51042,5
2020-09-02T00:02:23.427187Z,27007d56,QFZ9ACcAAwAC1XHgt85EN3k+t1xStHKIomgf8tnF,0000024b0b031c97,1,868300000,8,125,4/5,-99,4.8,-1,010,3,2
2020-09-02T00:02:25.552683Z,048058b4,QLRYgASALBQBEnfG+c8kjB64OtdIDZ//Jtpg0+BtuazuEiBeDMT/NQ==,0000024b0b031c97,1,868300000,7,125,4/5,-102,-4.8,-1,010,5164,1
2020-09-02T00:02:31.297994Z,004c0eb4,QLQOTACA3wIFQ5+PJAwzHWY4Juo4VllwuFvS5Ng=,0000024b0b031c97,1,867700000,9,125,4/5,-108,-6.2,-1,010,735,5
2020-09-02T00:02:35.647160Z,26012401,QAEkASaADgMCvf+LE7wrffubmqNdW9W01kIAeIS73Z/nzA==,0000024b0b031c97,1,867300000,7,125,4/5,-106,-1.2,-1,010,782,2
2020-09-02T00:02:38.672368Z,260124e9,QOkkASaAEgMF1b222mNHhTMCGhmXHRo9+n7TSkA=,0000024b0b031c97,1,867700000,12,125,4/5,-106,-3.8,-1,010,786,5
2020-09-02T00:02:43.458615Z,26012461,QGEkASaASJ0F06PWFu126TiLJjjawKVsOksvEalu,0000024b0b031c97,1,868500000,12,125,4/5,-101,-3.5,-1,010,40264,5
2020-09-02T00:02:51.983739Z,20000001,QAEAACCACScKCoQWJj25Dcf25hX3KAQ2rEw=,0000024b0b031c97,1,868500000,12,125,4/5,-97,-8.2,-1,010,9993,10
2020-09-02T00:02:53.741284Z,00f39d01,QAGd8wCAvhAFjdCgntjBogNn//2nWKhoL5gusrac5A+yJuc=,0000024b0b031c97,1,868300000,9,125,4/5,-105,-0.2,-1,010,4286,5
2020-09-02T00:02:54.551732Z,2700035f,QF8DACeAGAYCQ9l3DqAXqy3skD8zKrUZ,0000024b0b031c97,1,868500000,12,125,4/5,-108,-5.2,-1,010,1560,2
2020-09-02T00:02:28.639622726Z,5f49021b,tRsCSV/YgfT6dRj1YGzrscG9W3gqVyE3UjvFF3JXXnjGXLqpkjBdCrDRSi7P54DZdStwtKJG1Kh91A==,00800000a0001793,-1,868300000,7,250,4/8,-106,-10.8,-1,101,62593,193
2020-09-02T00:00:03.945589130Z,0e8c165f,UF8WjA62nsOeIiw7ke088luaiuQK5psY4PYB3reRj5TL0nnImb1ErS25sREGe5iCKwd2WXx+bpDDQW4YxzBT74yNuebTFbEEzvsHe01l1zUa6PYA17D/dvr698Yj5ukVV1muy0nf6XtDFYOJVzY=,00800000a0001914,-1,867300000,7,125,4/8,-113,-11.5,-1,010,50078,60
2020-09-02T00:02:38.402056680Z,ca43bffb,6vu/Q8rxyu2vW6qWfzD4b3wA1CyhC6dQyyLpCWM2CzZDQGjFtb4JNDmO/fTotLGHDYJpAYAA7v0nvAT7xETqboYvMxqowHvwyEuTYlKMk756FCn5xTOn8/ucupeDkVDvUuvCBQ==,00800000a0001914,-1,867100000,7,125,OFF,-115,-12.2,-1,111,60874,91
2020-09-02T00:00:00.689195Z,260121d5,QNUhASYALQAFfTJl17HbSd4Eqj6FzeRWp0odzjcmT1yXU6SF9n4=,7276ff002e062804,1,867300000,12,125,4/5,-97,-8,-1,010,45,5
2020-09-02T00:00:03.989533Z,-1,,7276ff002e062804,-1,867500000,7,125,???,-93,-10.5,-1,-1,-1,-1
2020-09-02T00:00:05.326815Z,04a04e59,QFlOoASATgABR9iK0c40HpcV+VG6kXcuT3LKMuQwNMMUk6fd,7276ff002e062804,1,868100000,11,125,4/5,-104,-16.8,-1,010,78,1
2020-09-02T00:00:08.212720Z,26012e35,QDUuASYAJgAFQsoMZgYvS8a7Ow8K9bnsFvvzPyHmV6a4Fz/5E0M=,7276ff002e062804,1,867100000,12,125,4/5,-99,-14.2,-1,010,38,5
2020-09-02T00:00:20.951960Z,-1,,7276ff002e062804,-1,868100000,8,125,4/5,-108,-12.2,-1,-1,-1,-1
2020-09-02T00:00:37.900547Z,-1,,7276ff002e062804,-1,868100000,7,125,4/5,-107,-10,-1,-1,-1,-1
2020-09-02T00:00:39.742012Z,-1,,7276ff002e062804,-1,867300000,7,125,4/5,-96,-7.2,-1,-1,-1,-1
2020-09-02T00:00:54.907774Z,-1,,7276ff002e062804,-1,868100000,7,125,4/5,-106,-10.2,-1,-1,-1,-1
2020-09-02T00:00:59.638522Z,-1,,7276ff002e062804,-1,868300000,8,125,4/5,-78,-14,-1,-1,-1,-1
2020-09-02T00:01:03.101258Z,-1,,7276ff002e062804,-1,867300000,7,125,4/5,-95,-11.2,-1,-1,-1,-1
2020-09-02T00:01:03.737988Z,03f073c9,QMlz8AOAyBMBclKtY1mU3njuN73LizhpgRxALx0nnwf+9aNUHamm4BXWqf/VuUHcH+dI1C7K/sFW,7276ff002e062804,1,868100000,7,125,4/5,-100,0,-1,010,5064,1
2020-09-02T00:01:06.956429Z,26012a23,QCMqASbASRkFeouuUiq3oUH9p7Rve3XnGoqcQg==,7276ff002e062804,1,867700000,7,125,4/5,-90,-2,-1,010,6473,5
2020-09-02T00:01:28.616132Z,-1,,7276ff002e062804,-1,868100000,7,125,4/5,-110,-11,-1,-1,-1,-1
2020-09-02T00:01:29.528533Z,-1,,7276ff002e062804,-1,868100000,7,125,4/5,-110,-8.2,-1,-1,-1,-1
2020-09-02T00:01:41.842428Z,-1,,7276ff002e062804,-1,868500000,12,125,4/5,-98,-20.5,-1,-1,-1,-1
2020-09-02T00:01:43.296421Z,-1,,7276ff002e062804,-1,868100000,12,125,4/5,-100,-17,-1,-1,-1,-1
2020-09-02T00:01:45.291631Z,-1,,7276ff002e062804,-1,868300000,7,125,4/5,-102,-7.5,-1,-1,-1,-1
2020-09-02T00:01:54.950797Z,-1,,7276ff002e062804,-1,868100000,8,125,4/5,-104,-11.5,-1,-1,-1,-1
2020-09-02T00:01:56.632886Z,-1,,7276ff002e062804,-1,867300000,12,125,4/5,-98,-18.2,-1,-1,-1,-1
2020-09-02T00:01:59.829600Z,26012445,QEUkASYAMQAFe01ho5EFNVmRuD4/RKUModFfpJL9WlNDiE/PF6s=,7276ff002e062804,1,867300000,12,125,4/5,-97,-7,-1,010,49,5
2020-09-02T00:02:10.819375Z,-1,,7276ff002e062804,-1,868500000,7,125,4/5,-99,-7.5,-1,-1,-1,-1
2020-09-02T00:02:24.611240Z,-1,,7276ff002e062804,-1,868500000,7,125,4/8,-96,-9.8,-1,-1,-1,-1
2020-09-02T00:02:31.217932Z,-1,,7276ff002e062804,-1,868300000,9,125,4/5,-104,-13.5,-1,-1,-1,-1
2020-09-02T00:02:31.499557Z,-1,,7276ff002e062804,-1,868300000,8,125,4/5,-102,-10.8,-1,-1,-1,-1
2020-09-02T00:02:32.131693Z,-1,,7276ff002e062804,-1,868300000,7,125,4/5,-100,-7,-1,-1,-1,-1
2020-09-02T00:02:54.944787Z,260129bc,QLwpASYAZwAFjPrW/OVo5BuSHduL1RToTsIKOSlF0+Ly+KwgU6M=,7276ff002e062804,1,868100000,12,125,4/5,-95,-10,-1,010,103,5
2020-09-02T00:03:00.541281Z,04a046a9,QKlGoASAXgMBOkXkZqhl7AVHFRZ4Gy08WLDowIDL+a49,0000024b0b031c97,1,868300000,7,125,4/5,-93,8,-1,010,862,1
2020-09-02T00:03:09.843806Z,26012b65,QGUrASYAIgAFBgIwxzZFIiUoSSW9f5noF4R1miFxuAYpAqgqu+A=,0000024b0b031c97,1,867300000,12,125,4/5,-109,-14.5,-1,010,34,5
2020-09-02T00:03:12.217420Z,048058c6,QMZYgASAwwUBYKsLxfM/cevnPbY/rPNglddinzEh4lWpgEcRQ71CIg==,0000024b0b031c97,1,868300000,7,125,4/5,-105,-3.8,-1,010,1475,1
2020-09-02T00:03:14.078573Z,27000251,gFECACcATtkFFAxHJ/0pRN23,0000024b0b031c97,1,868100000,8,125,4/5,-111,-8.2,-1,100,55630,5
2020-09-02T00:03:24.248626Z,04a046d4,QNRGoATArwQB3KickdzuI/xeLGHmgcHWk/uKymcoH3XR,0000024b0b031c97,1,868100000,7,125,4/5,-106,-1.8,-1,010,1199,1
2020-09-02T00:03:24.553290Z,20000006,QAYAACCA/0EKRVLN7uEr8zP1Jp1O6BpcaWo=,0000024b0b031c97,1,868500000,7,125,4/5,-112,-6.2,-1,010,16895,10
2020-09-02T00:03:35.647648Z,26012401,QAEkASaADwMCK6WexhmEBYdV0smN2QSjEdfYbW59iZAxsg==,0000024b0b031c97,1,867700000,7,125,4/5,-106,-5.2,-1,010,783,2
2020-09-02T00:03:50.816876Z,26012cbd,QL0sASaASZ0FPjP7tyVagPTdbEkNJ5kY,0000024b0b031c97,1,868100000,12,125,4/5,-105,-3,-1,010,40265,5
2020-09-02T00:04:08.959671Z,27007d51,QFF9ACcABgACP8HhCVeGki+/LmA+VF71mnQEKqUG,0000024b0b031c97,1,867300000,8,125,4/5,-102,-5.5,-1,010,6,2
2020-09-02T00:04:10.890454Z,485fd742,QELXX0iAeuIFtXkP1TILC6LRngK0EA7zVFvpMus=,0000024b0b031c97,1,868100000,12,125,4/5,-107,-7,-1,010,57978,5
2020-09-02T00:04:15.299540Z,260120a2,QKIgASaAev8FuBcegnn1mlzpl/zoGDawqh6lyDc=,0000024b0b031c97,1,867300000,7,125,4/5,-108,-7,-1,010,65402,5
2020-09-02T00:04:18.579795Z,04a0464e,QE5GoASAPAEBt8gbyan5vi9/zTKCtSJBVjQ0n0J+FDA8,0000024b0b031c97,1,868500000,7,125,4/5,-102,1.5,-1,010,316,1
2020-09-02T00:04:23.339832Z,20000010,QBAAACCAKyYKKEEK+gFbxF02nUoDetgR/cM=,0000024b0b031c97,1,868500000,7,125,4/5,-107,-6,-1,010,9771,10
2020-09-02T00:04:24.645905Z,03602cbb,QLssYAOA/AEBunJgV71aJXDBspcXmOkavslYg0FRfk+d,0000024b0b031c97,1,868100000,7,125,4/5,-99,0,-1,010,508,1
2020-09-02T00:04:28.681385Z,26012c1d,QB0sASaAhUYFdnBz0t5yowfjXWO90RGKdcIOkyY=,0000024b0b031c97,1,868100000,12,125,4/5,-103,-4.5,-1,010,18053,5
2020-09-02T00:04:31.501079Z,26012e98,QJguASaAhEYFT5gsP5+xGvHW6wlS/G0tsby92E8=,0000024b0b031c97,1,868500000,12,125,4/5,-108,-3.8,-1,010,18052,5
2020-09-02T00:04:32.241007Z,26012bfd,QP0rASbAYscFfzaHk3iyVgtX2f3N,0000024b0b031c97,1,867100000,7,125,4/5,-97,2.8,-1,010,51042,5
2020-09-02T00:04:35.650134Z,26012401,QAEkASaAEAMCWKnSF7dNKnPBMzbrzlsQZltAHOqcu5crSQ==,0000024b0b031c97,1,867100000,7,125,4/5,-109,-7.8,-1,010,784,2
2020-09-02T00:04:39.974149Z,03602d2d,QC0tYAOA8AMBJpPkajG8ZuSrV5rc4qowiD8VsbovOt9s,0000024b0b031c97,1,868500000,7,125,4/5,-102,4.8,-1,010,1008,1
2020-09-02T00:04:44.072036Z,27000251,gFECACcAUdkFjSf0xkQLE8FN,0000024b0b031c97,1,867100000,8,125,4/5,-107,-6,-1,100,55633,5
2020-09-02T00:04:48.189298Z,2601245f,QF8kASYABwAFeJjO+KOzGNlsqbOWUrku8FKxW5cW9bsUmtyc6pk=,0000024b0b031c97,1,867300000,12,125,4/5,-108,-9.5,-1,010,7,5
2020-09-02T00:04:58.655999Z,2601297d,QH0pASaAF/4FKCKoB82ClHKEU9Ox493RkQ61LF8=,0000024b0b031c97,1,867300000,12,125,4/5,-89,7.8,-1,010,65047,5
2020-09-02T00:05:01.658623Z,20000100,QAABACCA1scKjCHVNl2Gbr+i9PY=,0000024b0b031c97,1,868500000,7,125,4/5,-103,-5.5,-1,010,51158,10
2020-09-02T00:05:17.619523Z,260715f4,QPQVByaACTEKW0YiL244zNa3qeCdJsK0,0000024b0b031c97,1,867100000,12,125,4/5,-113,-19,-1,010,12553,10
2020-09-02T00:05:18.212635Z,14000004,QAQAABSAVUMKqN/PHIIXEvINdBXuG5gWw3c=,0000024b0b031c97,1,868500000,12,125,4/5,-103,-17,-1,010,17237,10
2020-09-02T00:05:18.459466Z,04a04465,QGVEoASAbgEB07UfG1tGrircFYDgJvAEGIHILNbH8o/U,0000024b0b031c97,1,868300000,7,125,4/5,-100,3.8,-1,010,366,1
2020-09-02T00:05:26.955817Z,27007d27,QCd9ACcAAwACh3Nk6XyeemcoeRoC05gN9aDEiuVt,0000024b0b031c97,1,867100000,8,125,4/5,-107,-5.8,-1,010,3,2
2020-09-02T00:05:30.028734Z,2000007e,QH4AACCA1soKMEmKaRYONthIRj0=,0000024b0b031c97,1,868500000,7,125,4/5,-108,-5.8,-1,010,51926,10
2020-09-02T00:05:30.365950Z,2601257e,QH4lASYARwAFxneXsZBZaKxHoRiBNFCeygT51cu19NQW0zSqc3k=,0000024b0b031c97,1,867300000,12,125,4/5,-106,-17.8,-1,010,71,5
2020-09-02T00:05:34.054694Z,2601297c,QHwpASaAb/4F4HOnP4EhHjzFRTuLoXXcr/46TG0=,0000024b0b031c97,1,868300000,7,125,4/5,-93,-0.8,-1,010,65135,5
2020-09-02T00:05:34.879877Z,26012aa7,QKcqASYBEAICBTwg0KJdtSnNYNsnslrRcOZlEhaLj0Atb62XvxGl,0000024b0b031c97,1,867900000,12,125,4/5,-107,-10.2,-1,010,528,5
2020-09-02T00:05:42.857716Z,26012efe,QP4uASaAhUYFd0B1mSfaLM9xJ0jt5fOwG0CNq2Y=,0000024b0b031c97,1,868300000,12,125,4/5,-103,-12.2,-1,010,18053,5
2020-09-02T00:05:45.825275Z,27000261,gGECACcAJT4FK3XSUNmaUbTOvmru2NFw9MWmfyUVzHOnN/7WvJStgII9xGvE4tOI2iXVT4op7yN8rxdDQU9Oag==,0000024b0b031c97,1,868100000,8,125,4/5,-102,-5.5,-1,100,15909,5
2020-09-02T00:05:45.995579Z,2601279f,QJ8nASYAxjUB1TTiBSuFA7/RflhFC9VqW4WgbcyFVGGfXt+DaYXX6iM9DyXA8qavTEzsUhQ8DGBMjhYwCfI=,0000024b0b031c97,1,867100000,12,125,4/5,-109,-9.5,-1,010,13766,1
2020-09-02T00:05:47.076794Z,26012c77,QHcsASaAmP4FIlM73FWZNai8dyNzr8yNI2vUhlM=,0000024b0b031c97,1,868100000,12,125,4/5,-99,-10,-1,010,65176,5
2020-09-02T00:05:11.658913887Z,c3dcd3ae,sa7T3MOgRgmzd1+nzBFK5NR7F0X3iKY+XosUfbL00u3G3OSR9lr6vyI4CD5DNY6vmos1uDofkkFGkkNXUm5w/BBot4pdR4qTA+hpsis3XXzVeTlPe8ziwKD7X5mktNa85d6rrWXGV4i2rIxxD+0sEF5l4en7tCp2+r8F4gBF/R0EXtyaYA6IcDZmjZy673VXALszzH9fmEMgGLhKW73eBJKg/CDhxoM=,00800000a0001793,-1,867100000,7,125,4/6,-110,-10.8,-1,101,2374,179
2020-09-02T00:04:05.691310759Z,d4fa7dd6,19Z9+tSe2cFlNqJDksrwmsb71YeCwON2NwRpLUorhZOIjBAN1OFN/AnWd45oYs6V5memimDM2knbDlVxd+LLGnlV54FAZzT7Q0wrFJM0uxV7AQHi96/D4g3XGWn0U7WRNhXpktIdzsRfyPZ+pc98pdDlnWH5BgGz022AG+1oHltX83SlVoD0ByaXIY+ie2GtMXcBOj7yFGDFU1WrOuXplS1CymppDHwptHDul2gYVIYWxe5OYnU45eOKSqFeahx2zl4jlme0+V1TAgz+4dj2odsnB7WzHH4=,00800000a0001914,-1,868300000,7,250,4/6,-110,-12,-1,110,49625,227
2020-09-02T00:05:23.509532738Z,771d20f4,tfQgHXcUq5PWZ2/TnCywkNSWdzEkBYr6VxGBHmXlNSdL/+xmCceuWIivhkbvLwektqlC560qJp/AWlcsY0VnPxWnxIjecBFToNQNQQgYir4sF2VmujgXX5aO4p+DmJiIU1O1o+P/YozHPujDCVBG2W3osFR+K2YMnurowoIWQ2FeznqyZkLdJDamor4o,00800000a0001914,-1,868300000,7,250,4/7,-108,-12,-1,101,37803,156
2020-09-02T00:05:58.297557547Z,3541ae76,TnauQTXw4Sk+Kk7sDYS8LmALVBDYoBejqUxUHPo08HhNx7fmf4uj4Qo5MwGtjBTtYOGIEtar/Jhff0nHd6yH6Hw3VO1rYo45c3lDZTA67zi79bNi95gF8JijcOfbklyGdAM+J5vdp3yTM4RS+/zA,00800000a0001914,-1,867300000,7,125,OFF,-113,-11.5,-1,010,10721,62
2020-09-02T00:03:04.808146Z,-1,,7276ff002e062804,-1,868300000,11,125,4/5,-102,-16.5,-1,-1,-1,-1
2020-09-02T00:03:08.843804Z,26012b65,QGUrASYAIgAFBgIwxzZFIiUoSSW9f5noF4R1miFxuAYpAqgqu+A=,7276ff002e062804,1,867300000,12,125,4/5,-95,-14,-1,010,34,5
2020-09-02T00:03:25.877463Z,-1,,7276ff002e062804,-1,868300000,7,125,4/8,-101,-11.2,-1,-1,-1,-1
2020-09-02T00:03:30.958378Z,03f073a0,QKBz8AOA5AUBVDSa4lai8wqHnglrZ+Vh+BaEpgVRy/0=,7276ff002e062804,1,868300000,7,125,4/5,-98,-3,-1,010,1508,1
2020-09-02T00:03:42.341354Z,-1,,7276ff002e062804,-1,868300000,10,125,4/5,-102,-17,-1,-1,-1,-1
2020-09-02T00:03:42.871418Z,-1,,7276ff002e062804,-1,868100000,12,125,4/5,-100,-19.2,-1,-1,-1,-1
2020-09-02T00:03:46.445293Z,-1,,7276ff002e062804,-1,868100000,12,125,4/5,-106,-19.8,-1,-1,-1,-1
2020-09-02T00:03:47.023189Z,-1,,7276ff002e062804,-1,868300000,7,125,4/5,-106,-9.8,-1,-1,-1,-1
2020-09-02T00:03:50.697910Z,-1,,7276ff002e062804,-1,867900000,7,125,4/7,-115,-11,-1,-1,-1,-1
2020-09-02T00:03:55.602755Z,-1,,7276ff002e062804,-1,868300000,9,125,4/5,-107,-11,-1,-1,-1,-1
2020-09-02T00:03:57.289308Z,-1,,7276ff002e062804,-1,868500000,7,125,4/5,-101,-7.8,-1,-1,-1,-1
2020-09-02T00:04:03.707103Z,-1,,7276ff002e062804,-1,867700000,7,125,???,-116,-11.5,-1,-1,-1,-1
2020-09-02T00:04:08.267859Z,-1,,7276ff002e062804,-1,868100000,7,125,4/5,-107,-11,-1,-1,-1,-1
2020-09-02T00:04:12.025373Z,-1,,7276ff002e062804,-1,867300000,12,125,4/5,-100,-22,-1,-1,-1,-1
2020-09-02T00:04:21.006585Z,-1,,7276ff002e062804,-1,867100000,7,125,4/8,-99,-9.8,-1,-1,-1,-1
2020-09-02T00:04:39.984423Z,-1,,7276ff002e062804,-1,868100000,7,125,4/5,-94,-10,-1,-1,-1,-1
2020-09-02T00:04:47.189299Z,2601245f,QF8kASYABwAFeJjO+KOzGNlsqbOWUrku8FKxW5cW9bsUmtyc6pk=,7276ff002e062804,1,867300000,12,125,4/5,-90,-12,-1,010,7,5
2020-09-02T00:04:53.406800Z,041032c5,QMUyEASAVgMBN8qegtlWOk0VIUwgsZwHZe8y6B/iQmakYH128NwAnUWBOcBUm5IPl3wdi6n4uI74,7276ff002e062804,1,868100000,7,125,4/5,-102,-5,-1,010,854,1
2020-09-02T00:05:07.906849Z,26012ed8,QNguASYAKwAFpIg1mYiHRXYJYJn2Q6mLKlF8T6/qM6Mw6KYOsHg=,7276ff002e062804,1,868500000,12,125,4/5,-91,-11,-1,010,43,5
2020-09-02T00:05:19.921665Z,26012b3a,QDorASYASgAF4j+eZtek/2hm1sOmwzRI9kpYAp+uPngDEEk=,7276ff002e062804,1,867900000,12,125,4/5,-91,-8,-1,010,74,5
2020-09-02T00:05:29.365943Z,2601257e,QH4lASYARwAFxneXsZBZaKxHoRiBNFCeygT51cu19NQW0zSqc3k=,7276ff002e062804,1,867300000,12,125,4/5,-95,-14,-1,010,71,5
2020-09-02T00:05:33.109577Z,-1,,7276ff002e062804,-1,868100000,10,125,4/5,-103,-16.2,-1,-1,-1,-1
2020-09-02T00:05:33.879889Z,26012aa7,QKcqASYBEAICBTwg0KJdtSnNYNsnslrRcOZlEhaLj0Atb62XvxGl,7276ff002e062804,1,867900000,12,125,4/5,-95,-12,-1,010,528,5
2020-09-02T00:05:39.726420Z,-1,,7276ff002e062804,-1,867700000,7,125,4/5,-94,-9.8,-1,-1,-1,-1
2020-09-02T00:05:44.995592Z,2601279f,QJ8nASYAxjUB1TTiBSuFA7/RflhFC9VqW4WgbcyFVGGfXt+DaYXX6iM9DyXA8qavTEzsUhQ8DGBMjhYwCfI=,7276ff002e062804,1,867100000,12,125,4/5,-98,-12,-1,010,13766,1
2020-09-02T00:06:05.848564Z,14000000,QAAAABSAVUMKV15B2cOnO/Uasbdk5gE/p6w=,0000024b0b031c97,1,868300000,12,125,4/5,-95,-13.8,-1,010,17237,10
2020-09-02T00:06:06.300988Z,20000010,QBAAACCALCYKTD2j+YIczlMdH1IBgFMW97iuQzw=,0000024b0b031c97,1,868300000,7,125,4/5,-105,-5,-1,010,9772,10
2020-09-02T00:06:10.072522Z,27007d26,QCZ9ACcABQAC4/aq4Fsv+CcXu5quiNp5VuGHvWtn,0000024b0b031c97,1,867300000,8,125,4/5,-97,-3.5,-1,010,5,2
2020-09-02T00:06:10.283812Z,3004cdda,QNrNBDCAri0Fus2fX3gqoekM,0000024b0b031c97,1,868100000,8,125,4/5,-100,4.5,-1,010,11694,5
2020-09-02T00:06:14.343691Z,2601213c,QDwhASaAyUYF2w3RF9/Q4QwurZxxHUDMtReVR4s=,0000024b0b031c97,1,867500000,12,125,4/5,-84,1,-1,010,18121,5
2020-09-02T00:06:15.363378Z,20000003,QAMAACCAKCYKbVDufCem45NuhZzj6tdOjzEZwnQ=,0000024b0b031c97,1,868100000,7,125,4/5,-105,-8.5,-1,010,9768,10
2020-09-02T00:06:15.632419Z,2601242c,QCwkASYAxTUBg6X+gn2RPUJOAf0kpzOBfREwSLZIPdlPSAFHjplJpWzqRKDepxgos+i9lGTSGV4BKYA3QdY=,0000024b0b031c97,1,867700000,12,125,4/5,-109,-1.8,-1,010,13765,1
2020-09-02T00:06:18.063633Z,20000002,QAIAACCAEkMKPxSsElOl91HnD3tWtB/3EzQ=,0000024b0b031c97,1,868500000,12,125,4/5,-108,-16,-1,010,17170,10
2020-09-02T00:06:28.430615Z,26012786,QIYnASaAhUYFvjsxniUQB5zukwzHxjcVuzlBYpU=,0000024b0b031c97,1,868100000,12,125,4/5,-106,-3.5,-1,010,18053,5
2020-09-02T00:06:29.037790Z,26012ab2,QLIqASYAxDUB8CYL99xVhtJjUkZEPxPFjvG7+blQstLiD5RNNqCWk2xCqptk4Gwu0P8nedUQAbVYWKAX/M0=,0000024b0b031c97,1,867900000,12,125,4/5,-107,-16.8,-1,010,13764,1
